x|y|z|d1|d2|d3|d4|c
45.25704327|109.76417917|38.05759603823384|-59.07264919276616|-14.805743792167387|37.863842359484174|94095.63715204524|11.0
45.14670334|109.81468014|40.92275497629194|-57.05226712570808|-15.018720527101635|37.87253381331969|93969.14149410956|3.0
47.73228811|109.73347168|39.181963976259205|-42.744882264740816|-9.708059794097622|37.671144347614955|93724.02430700453|11.0
46.39393552|109.37686729|37.073852642673714|-51.804489471326306|-12.54043034510413|37.77473794176189|93377.854892407|10.0
52.9087|109.6072|37.583850691646205|-12.337559308353832|2.932993784500006|37.291646731728235|93101.40379540206|0.0
45.37027163|108.74836944|37.288487056993475|-55.6973120960066|-14.585926132700871|37.85493063353983|92345.39081767612|3.0
56.7549|109.2226|34.14157689309321|8.98962689309321|14.06074270049999|37.04318610959215|92244.802494399|0.0
64.24897313999999|109.69959113|38.80494212170211|57.74506843370207|39.991687044622054|36.6909320002233|91843.64829950924|10.0
48.13861445|108.72386119|41.32125662483115|-34.69432327616893|-8.81270136721258|37.64003269995903|91726.33928548444|11.0
60.674076070000005|109.40376395|39.32249727533746|37.46156387233753|26.92131832610737|36.833146375891|91724.7845891442|12.0
42.40211164|108.30430186|42.57667083131925|-67.00507448868079|-19.924515571048826|38.09030550757794|91402.84462058468|10.0
61.27380967|109.05102704|35.5148218169027|38.511568867902646|29.02482052846928|36.80568626557954|91312.44231751664|12.0
36.96285627|107.95761472|41.684051837973115|-99.89841496302692|-27.42116055746608|38.52083882798954|91302.44434459138|4.0
45.24240567|107.72998357|36.641527831377154|-53.66174171962282|-14.8340671448576|37.86499496430094|90619.09298331258|3.0
48.21912941|107.5957711|36.53511700336533|-35.15381533563469|-8.63332311898364|37.633888776050256|90114.5854491812|1.0
25.01228987|106.73754235|43.48125284810979|-166.85142293489022|-33.501098536254766|39.361762444705526|89768.27987625398|1.0
60.26963145|108.28515684|39.85072576682253|39.325944355822536|25.523078300441465|36.852420862397025|89759.46023483221|12.0
47.83202149|107.46322266|39.757351266757546|-33.84227468824242|-9.489821668108888|37.66349196548346|89675.038958661|11.0
45.37647723|107.38969196|44.42302979813842|-43.90541176286161|-14.573841735464576|37.854442434148595|89383.19184578488|3.0
34.07436645|106.60175132|44.533996886967195|-110.0583222560328|-30.19948665705573|38.74214677769717|88905.5210866808|12.0
59.831799999999994|107.6841|39.48207061916637|38.33011061916629|24.02785256199996|36.87395241464058|88789.83149014415|0.0
50.3446|107.2995|45.40837797181059|-12.30786202818944|-3.663576542000005|37.474586411122154|88662.28033283418|0.0
44.13741856|106.73053245|42.605554237370505|-51.04000287662948|-16.91032821336839|37.952318457037435|88509.04814317591|10.0
47.3666489|106.54541501|45.57070047511527|-27.74715226888473|-10.499649250206456|37.69928418847624|87632.30805338183|11.0
64.48025659999999|107.31387602|40.662444845811606|69.12483163781151|40.881309966092154|36.68362145850122|87472.63277809053|3.0
46.4985|106.1456|40.43420287994753|-36.81998712005247|-12.325589887500003|37.76658884805036|87466.76077002926|0.0
44.96|105.8892|39.93468213077139|-45.83259786922864|-15.376319999999986|37.88725562055721|87207.25324389825|0.0
51.33510904|106.42514763|44.74105456641005|-3.96028223158995|-1.193261406165508|37.40256200635484|87108.07220548189|11.0
42.65520089|105.36118693|42.577075606903826|-55.45423452609615|-19.503662156787147|38.070142797585355|86287.6621313148|10.0
42.9087|105.12|39.14077082369973|-56.524159176300294|-19.07570621549999|38.04995600226704|86135.58016363662|0.0
62.42413981000001|106.11996391|36.6360250476631|56.61540059466306|33.16013944302138|36.75693358746613|85980.74703379218|10.0
32.79919968|104.4794435|39.32051561490601|-115.834474237094|-31.16055218877439|38.8370367952145|85799.33787609392|11.0
45.28592439|105.11463085|41.06025121949821|-40.085354891501794|-14.749796777260162|37.861568541117045|85762.83433366225|3.0
45.0640315|105.20853802|43.595979621159614|-39.222457496840406|-15.177494833350394|37.8790502852523|85728.19905151532|3.0
30.71187079|104.23676803|38.40855036161285|-128.65404912138715|-32.38279497501724|38.98770419394546|85592.52510735205|4.0
60.77554009|105.70837406|35.96909145192824|47.291414196928194|27.274664828459834|36.82840550831249|85526.06699280356|12.0
41.1138|104.6072|37.99271952138489|-66.87758047861516|-21.96751447799999|38.192976707133155|85503.80567683339|0.0
38.81638148|104.20587177|39.016418845440654|-78.50361814455931|-25.198854473155652|38.375382782294245|84929.80365117628|10.0
47.22334738|104.36932783|36.02577462902006|-30.767520974979973|-10.806242825592342|37.71034782233437|84707.04741726362|7.0
32.7553028|103.65245536|40.057742841773155|-112.55325830222684|-31.190741176015607|38.840267363198315|84349.50254437272|12.0
